identifier	gene_name	chromosome	status	n_obs	molecular_weight	gravy	pI	description
AT3G05480.1	Q058K5	3	canonical	12	48.02084610000016	-0.4275626423690204	5.040106773376464	cell cycle checkpoint control protein family
AT3G05490.1	RLF22	3	canonical	11	13.029570799999979	-0.19663865546218492	8.601452445983888	ralf-like 22
AT3G05500.1	Y3550	3	canonical	39	27.194147400000016	-0.21707317073170745	8.309346199035648	Rubber elongation factor protein (REF)
AT3G05520.1	CAPZA	3	canonical	18	35.03792380000001	-0.42175324675324716	4.578289985656738	Subunits of heterodimeric actin filament capping protein Capz superfamily
AT3G05530.1	PS6AA	3	canonical	202	47.479512700000086	-0.44174528301886795	4.911821174621582	regulatory particle triple-A ATPase 5A
AT3G05545.1	Q84WW4	3	canonical	7	45.50888380000014	-0.7028235294117642	5.912585258483887	RING/U-box superfamily protein
AT3G05560.1	RL222	3	canonical	86	14.01795709999998	-0.6483870967741936	9.565899467468263	Ribosomal L22e protein family
AT3G05570.1	Q9M9W2	3	canonical	12	10.037120299999996	-0.9833333333333342	6.085091590881347	dipeptide transport ATP-binding protein
AT3G05580.1	PP19	3	canonical	23	36.001056400000046	-0.19245283018867937	5.2879247665405265	Calcineurin-like metallo-phosphoesterase superfamily protein
AT3G05590.1	RL182	3	canonical	113	20.925495199999993	-0.42727272727272725	10.970214271545409	ribosomal protein L18
AT3G05600.1	Q9M9W5	3	canonical	42	37.19889940000004	-0.2540785498489428	5.436160850524902	alpha/beta-Hydrolases superfamily protein
AT3G05610.1	PME21	3	canonical	21	72.91654610000039	-0.2376681614349777	6.018589973449706	Plant invertase/pectin methylesterase inhibitor superfamily
AT3G05620.1	PME22	3	canonical	18	60.805758300000086	-0.2718232044198897	8.906516838073731	Plant invertase/pectin methylesterase inhibitor superfamily
AT3G05625.1	Q8GUK5	3	canonical	17	28.952284800000008	-0.355252918287938	6.9589342117309565	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G05630.1	PLDZ2	3	canonical	30	118.80889220000073	-0.3783938814531537	6.186037635803221	phospholipase D P2
AT3G05640.1	P2C34	3	canonical	7	39.77969440000012	-0.23854748603351977	6.466367530822754	Protein phosphatase 2C family protein
AT3G05670.1	Q9M9X2	3	canonical	13	98.7844771000006	-0.9052095130237826	4.916936683654785	RING/U-box protein
AT3G05675.1	Y3567	3	canonical	17	50.26701720000005	-0.0863945578231292	4.661218070983887	BTB/POZ domain-containing protein
AT3G05680.1	VIR	3	canonical	86	234.22256130000017	-0.08601496725911992	5.385346794128417	embryo defective 2016
AT3G05690.1	NFYA2	3	canonical	4	32.13880780000004	-0.5854237288135595	9.624759101867674	nuclear factor Y%2C subunit A2
AT3G05710.1	SYP43	3	canonical	24	36.89374950000002	-0.4224242424242426	6.487341117858887	syntaxin of plants 43
AT3G05720.1	IMPA7	3	canonical	9	58.47228010000005	-0.10530303030303048	5.005491828918457	importin alpha isoform 7
AT3G05727.1	DF204	3	canonical	23	9.148449100000002	-0.215	6.475973320007324	S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family
AT3G05730.1	DF205	3	canonical	26	9.9740555	-0.42906976744186054	5.1459978103637685	defensin-like protein
AT3G05740.1	RQL1	3	canonical	20	68.50033880000025	-0.41138613861386103	5.347094154357909	RECQ helicase l1
AT3G05741.1	Q2V3Y1	3	canonical	7	21.302289199999997	-0.004736842105263099	8.487021064758302	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT3G05750.1	F4J8I0	3	canonical	15	89.75253730000063	-0.850561797752808	7.781930351257324	serine-rich adhesin for platelets-like protein
AT3G05760.1	Q93W87	3	canonical	20	23.435254200000003	-1.2554455445544557	9.398990821838382	C2H2 and C2HC zinc fingers superfamily protein
AT3G05780.1	LONM3	3	canonical	16	103.4748917000007	-0.27088744588744545	7.608149147033692	lon protease 3
AT3G05790.1	LONM4	3	canonical	18	104.9235066000007	-0.3231422505307844	5.7889604568481445	lon protease 4
AT3G05810.1	Q8LC40	3	canonical	6	12.43466269999998	-0.12589285714285717	10.556714057922363	IGR motif protein
AT3G05820.1	INVH	3	canonical	53	57.69465580000006	-0.32573673870334	5.05789737701416	invertase H
AT3G05830.1	NEAP1	3	canonical	14	39.57798400000004	-0.9699404761904753	8.976916313171387	spindle pole body component-like protein
AT3G05840.1	KSG3	3	canonical	31	46.58649710000006	-0.24889975550122276	8.550909233093265	Protein kinase superfamily protein
AT3G05850.1	Q9M9L2	3	canonical	42	87.6358392000004	-0.4232947232947229	6.694689750671387	MuDR family transposase
AT3G05870.1	A0A1I9LLE4	3	canonical	2	10.105741399999998	-0.12068965517241376	6.9195447921752935	anaphase-promoting complex/cyclosome 11
AT3G05900.1	F4J9K9	3	canonical	233	73.45310820000034	-0.9365527488855867	4.296311759948731	neurofilament protein-like protein
AT3G05910.1	PAE12	3	canonical	47	46.326210200000084	-0.22048192771084374	8.421456718444826	Pectinacetylesterase family protein
AT3G05930.1	GL23	3	canonical	48	23.032484599999982	0.18858447488584432	8.849978065490724	germin-like protein 8
AT3G05935.1	Q8L7D1	3	canonical	2	11.09753699999999	-1.0263157894736843	9.582790184020993	hypothetical protein
AT3G05940.1	Q9SFF8	3	canonical	9	47.338621100000125	0.3049763033175358	8.255644035339355	organic solute transporter ostalpha protein (DUF300)
AT3G05950.1	GL17	3	canonical	12	24.73603549999999	0.214410480349345	6.4061182022094725	RmlC-like cupins superfamily protein
AT3G05960.1	STP6	3	canonical	26	55.90632210000012	0.6459566074950703	8.054825019836425	sugar transporter 6
AT3G05970.1	LACS6	3	canonical	93	76.60250800000041	-0.08174037089871623	8.105948448181152	long-chain acyl-CoA synthetase 6
AT3G05975.1	Q3EBB9	3	canonical	3	20.9688328	0.5264550264550258	8.257835960388185	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
AT3G05980.1	Q9SFG2	3	canonical	2	27.646442000000032	-0.7281632653061222	9.455142784118653	hypothetical protein
AT3G05990.1	Q9SFG3	3	canonical	19	56.23310000000006	-0.026305609284332676	5.741670417785645	Leucine-rich repeat (LRR) family protein
AT3G06010.1	CHR12	3	canonical	78	126.7331641000007	-0.6770417422867486	6.170293235778809	SNF2/Brahma-type chromatin-remodeling protein CHR12
AT3G06030.1	M3K3	3	canonical	14	71.65364830000033	-0.4709677419354834	8.412495613098148	NPK1-related protein kinase 3
AT3G06035.1	UGPI4	3	canonical	14	22.052852599999987	0.016499999999999987	4.4930315017700195	Glycoprotein membrane precursor GPI-anchored
AT3G06040.1	Q9M7T1	3	canonical	49	20.79899310000001	-0.5102150537634418	9.593620872497556	Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein
AT3G06050.1	PRX2F	3	canonical	89	21.44518389999999	-0.10447761194029848	8.984652519226074	peroxiredoxin IIF
AT3G06060.1	TC10A	3	canonical	8	34.9791088	0.21840490797545944	8.806268501281739	NAD(P)-binding Rossmann-fold superfamily protein
AT3G06080.1	TBL10	3	canonical	9	40.20115360000006	-0.42456647398843933	8.788926506042483	trichome birefringence-like protein (DUF828)
AT3G06110.1	DUS1B	3	canonical	12	17.314695999999998	0.011464968152866205	6.0586046218872065	MAPK phosphatase 2
AT3G06130.1	HIP32	3	canonical	10	49.19126799999994	-0.9591966173361509	8.121162986755369	Heavy metal transport/detoxification superfamily protein
AT3G06150.1	Q9M8K3	3	canonical	19	67.57352690000016	-0.33013468013467995	9.076455497741701	cytochrome P450 family protein
AT3G06160.1	REM21	3	canonical	4	37.422450900000044	-0.44909090909090915	5.515792274475095	AP2/B3-like transcriptional factor family protein
AT3G06170.1	Q494Q0	3	canonical	5	44.876872800000086	0.5833740831295845	6.5778287887573255	Serinc-domain containing serine and sphingolipid biosynthesis protein
AT3G06190.1	BPM2	3	canonical	9	45.15809410000006	-0.1593596059113303	6.644103050231934	BTB-POZ and MATH domain 2
AT3G06200.1	GMK3	3	canonical	19	31.777232400000024	-0.20851063829787242	8.885306739807131	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G06210.1	Q9M8J7	3	canonical	19	94.47409150000063	-0.008571428571428622	6.690199470520019	ARM repeat superfamily protein
AT3G06240.1	FBK50	3	canonical	9	48.62516020000004	-0.35784543325526963	5.173848915100096	F-box family protein
AT3G06250.1	FRS7	3	canonical	41	87.80884640000065	-0.5967277486910982	8.316373252868651	FAR1-related sequence 7
AT3G06260.1	GATL4	3	canonical	8	40.33615680000001	-0.14301994301994297	8.90045680999756	galacturonosyltransferase-like 4
AT3G06270.1	P2C35	3	canonical	18	38.32946420000007	-0.359770114942529	4.693559455871582	Protein phosphatase 2C family protein
AT3G06290.1	SAC3B	3	canonical	71	189.9302445000006	-0.5380082498526835	5.898148155212403	SAC3/GANP/Nin1/mts3/eIF-3 p25 family
AT3G06300.1	P4H2	3	canonical	41	33.019044799999996	-0.31571906354515067	5.929239082336425	P4H isoform 2
AT3G06310.1	NDA8A	3	canonical	27	12.160072699999994	-0.4555555555555556	7.513739585876466	Cox19-like CHCH family protein
AT3G06320.1		3	canonical	7	6.9582336	-0.646551724137931	10.637041664123537	Ribosomal protein L33 family protein
AT3G06330.1	Q9SQT6	3	canonical	14	46.71004940000005	-0.0802816901408448	8.759980201721191	RING/U-box superfamily protein
AT3G06340.1	Q9SQT7	3	canonical	24	75.91877530000045	-0.8038632986627033	5.638166618347167	DNAJ heat shock N-terminal domain-containing protein
AT3G06350.1	DHQSD	3	canonical	74	65.79532500000018	-0.15953565505804357	6.409812736511231	dehydroquinate dehydratase%2C putative / shikimate dehydrogenase
AT3G06380.1	TLP9	3	canonical	4	42.3099741000001	-0.23078947368421057	9.77832279205322	tubby-like protein 9
AT3G06390.1	CSPLD	3	canonical	6	21.156416700000012	0.6266331658291452	4.732948875427247	Uncharacterized protein family (UPF0497)
AT3G06400.1	ISW2	3	canonical	134	122.42706040000088	-0.8218009478672972	5.688980674743653	chromatin-remodeling protein 11
AT3G06410.1	C3H34	3	canonical	21	48.85107280000013	-0.49480519480519514	8.29129505157471	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT3G06420.1	ATG8H	3	canonical	8	13.883832299999987	-0.4470588235294119	6.825987815856934	Ubiquitin-like superfamily protein
AT3G06430.1	PP216	3	canonical	26	55.69869430000007	-0.35164609053497947	7.888045310974121	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G06440.1	B3GTG	3	canonical	4	70.63438960000026	-0.22342487883683404	6.649843788146973	Galactosyltransferase family protein
AT3G06450.1	BOR3	3	canonical	22	80.76706710000039	0.2196721311475413	8.869254112243652	HCO3- transporter family
AT3G06460.1	Q9SQU9	3	canonical	2	33.99869200000002	0.5315436241610741	9.33967990875244	GNS1/SUR4 membrane protein family
AT3G06480.1	RH40	3	canonical	78	119.55501250000086	-0.7946691176470563	9.947939109802245	DEAD box RNA helicase family protein
AT3G06483.1	PDK	3	canonical	33	41.446368100000036	-0.23524590163934436	6.608465003967285	pyruvate dehydrogenase kinase
AT3G06490.1	MY108	3	canonical	3	37.01926900000005	-0.8653250773993806	4.925462532043456	myb domain protein 108
AT3G06500.1	INVC	3	canonical	22	74.72155650000037	-0.281927710843374	8.289876747131352	Plant neutral invertase family protein
AT3G06510.1	SFR2	3	canonical	80	70.77768970000024	-0.2581993569131835	8.798016548156738	Glycosyl hydrolase superfamily protein
AT3G06540.1	REP	3	canonical	31	61.510249400000085	-0.0992895204262878	4.784217643737793	Rab escort protein
AT3G06550.1	RWA2	3	canonical	13	63.611096200000134	0.3728440366972484	8.706084632873537	O-acetyltransferase family protein
AT3G06580.1	GALK1	3	canonical	88	54.34048019999999	-0.1614919354838711	5.666699790954591	Mevalonate/galactokinase family protein
AT3G06590.1	BH148	3	canonical	4	24.2557184	-0.43484162895927614	11.827192497253417	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT3G06610.1	Q9C901	3	canonical	20	12.795156599999984	-0.6260869565217394	4.989122200012206	DNA-binding enhancer protein-like protein
AT3G06620.1	Q9C902	3	canonical	30	86.05416790000051	-0.5183699870633885	8.157329750061038	PAS domain-containing protein tyrosine kinase family protein
AT3G06650.1	ACLB1	3	canonical	154	65.8129085000002	-0.011677631578947334	7.921310997009278	ATP-citrate lyase B-1
AT3G06660.1	Q94CE6	3	canonical	16	46.921545300000034	-0.923419203747072	9.727134895324706	PAPA-1-like family protein / zinc finger (HIT type) family protein
AT3G06670.1	Q8LPS4	3	canonical	66	97.28907770000063	-0.3650867052023124	5.131219673156737	binding protein
AT3G06690.1	Y3669	3	canonical	27	21.0367602	-0.20481283422459917	5.4408784866333	putative acyl-coenzyme A oxidase
AT3G06720.1	IMPA1	3	canonical	115	58.64390100000003	-0.29210526315789537	5.138040351867674	importin alpha isoform 1
AT3G06730.1	CITRX	3	canonical	15	20.6698516	-0.07103825136612021	5.647090339660645	Thioredoxin z
AT3G06760.1	DI194	3	canonical	5	24.649329799999997	-0.4183035714285715	5.466683387756347	Drought-responsive family protein
AT3G06770.1	Q8RWK6	3	canonical	14	40.80725350000006	-0.08328912466843506	6.035073280334472	Pectin lyase-like superfamily protein
AT3G06790.1	MORF3	3	canonical	13	27.64006840000001	-0.6385245901639343	9.1966890335083	plastid developmental protein DAG
AT3G06810.1	IBR3	3	canonical	100	91.71196470000059	-0.2624999999999993	8.557291603088384	acyl-CoA dehydrogenase-like protein
AT3G06820.1	F4JC55	3	canonical	33	35.557546800000026	-0.4101851851851855	7.159519004821779	Mov34/MPN/PAD-1 family protein
AT3G06830.1	PME23	3	canonical	38	61.88551160000009	-0.19014084507042267	8.87363796234131	Plant invertase/pectin methylesterase inhibitor superfamily
AT3G06850.1	ODB2	3	canonical	81	52.70580690000004	-0.07184265010351978	6.293463325500488	2-oxoacid dehydrogenases acyltransferase family protein
AT3G06860.1	MFP2	3	canonical	231	78.83914420000052	0.013241379310344864	9.244846916198728	multifunctional protein 2
AT3G06868.1	Q0WM46	3	canonical	18	39.36636300000008	-0.5826558265582656	9.712887382507322	vitellogenin-like protein
AT3G06880.1	F4JD68	3	canonical	6	141.40833840000087	-0.194290245836637	6.662462043762208	Transducin/WD40 repeat-like superfamily protein
AT3G06910.1	ULP1A	3	canonical	15	58.16844370000011	-0.5376494023904378	8.589396858215334	UB-like protease 1A
AT3G06920.1	PP217	3	canonical	60	98.33757170000071	-0.18794489092996536	6.522183418273925	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G06930.1	ANM13	3	canonical	66	59.78599680000015	-0.2400749063670414	5.018451118469237	protein arginine methyltransferase 4B
AT3G06950.1	A1A6J3	3	canonical	10	36.209152800000005	-0.17430340557275553	8.953901100158692	Pseudouridine synthase family protein
AT3G06960.1	TGD4	3	canonical	25	52.82153240000015	-0.1252609603340296	6.362977409362792	pigment defective 320
AT3G06980.1	RH50	3	canonical	59	87.42758220000049	-0.6892445582586422	7.5590970993042	DEA(D/H)-box RNA helicase family protein
AT3G06985.1	DEF73	3	canonical	2	7.8133409	0.6457142857142856	5.004298210144043	low-molecular-weight cysteine-rich 44
AT3G07010.1	PLY8	3	canonical	44	46.17369900000008	-0.25913461538461574	8.635362815856933	Pectin lyase-like superfamily protein
AT3G07020.1	U80A2	3	canonical	63	69.32034540000019	-0.24081632653061216	6.274706459045409	UDP-Glycosyltransferase superfamily protein
AT3G07030.1	A0A1I9LSC2	3	canonical	35	42.50071589999987	-1.035308641975307	9.1507230758667	Alba DNA/RNA-binding protein
AT3G07040.1	RPM1	3	canonical	14	106.8815342000007	-0.20475161987041013	8.58333683013916	NB-ARC domain-containing disease resistance protein
AT3G07050.1	NSN1	3	canonical	108	65.7847519000002	-0.7544673539518889	8.670949363708495	GTP-binding family protein
AT3G07060.1	F4JD91	3	canonical	57	87.02475900000056	-0.28010335917312684	5.322539710998535	NHL domain-containing protein
AT3G07070.1	PBL26	3	canonical	17	46.06634910000015	-0.47246376811594176	5.3505044937133786	Protein kinase superfamily protein
AT3G07080.1	Q9SFT8	3	canonical	5	47.680917400000084	0.4760273972602745	5.256606483459472	EamA-like transporter family
AT3G07090.1	Q9SFT9	3	canonical	44	28.845650399999975	-0.1860377358490568	5.553590202331542	PPPDE putative thiol peptidase family protein
AT3G07100.1	SC24A	3	canonical	100	113.95891640000093	-0.30192678227360153	8.0708776473999	Sec23/Sec24 protein transport family protein
AT3G07110.1	R13A1	3	canonical	81	23.46560670000001	-0.3868932038834953	10.413336372375486	Ribosomal protein L13 family protein
AT3G07120.1	Q9SFU2	3	canonical	10	39.4511956	-0.69861111111111	4.741531562805175	RING/U-box superfamily protein
AT3G07130.1	PPA15	3	canonical	18	60.43436000000012	-0.324812030075188	5.715183448791504	purple acid phosphatase 15
AT3G07140.1	Q949U5	3	canonical	29	72.16572920000044	-0.15652173913043507	6.408846473693848	GPI transamidase component Gpi16 subunit family protein
AT3G07160.1	CALS9	3	canonical	129	217.08452109999908	-0.025396825396824578	8.708341026306151	glucan synthase-like 10
AT3G07170.1	Q9SFU7	3	canonical	25	22.682241599999994	-1.054187192118226	9.661763954162598	Sterile alpha motif (SAM) domain-containing protein
AT3G07180.1	Q8W4D7	3	canonical	37	67.12818630000022	-0.24307178631051782	6.4860338211059565	GPI transamidase component PIG-S-like protein
AT3G07190.1	Q9SFU9	3	canonical	4	25.040368600000043	-0.14045454545454586	9.247296714782713	B-cell receptor-associated protein 31-like protein
AT3G07195.1	Q6NLZ1	3	canonical	15	24.01320209999998	-1.1928888888888889	9.966054725646973	RPM1-interacting protein 4 (RIN4) family protein
AT3G07200.1	Q9SFV0	3	canonical	9	20.08981990000002	-0.5379120879120881	9.75698375701904	RING/U-box superfamily protein
AT3G07210.1	Q9SFV1	3	canonical	13	59.80055180000022	-0.48683729433272427	8.040964317321777	hypothetical protein
AT3G07220.1	FHA2	3	canonical	32	35.99295839999998	-0.593125	5.738885307312012	SMAD/FHA domain-containing protein
AT3G07230.1	Q9SFV3	3	canonical	24	5.304947100000002	-1.3413043478260869	9.520900535583493	wound-responsive protein-like protein
AT3G07250.1	F4JED3	3	canonical	3	76.98541300000024	-0.7499261447562771	4.8600976943969725	RNA-binding (RRM-RBD-RNP motif) domain nuclear transport factor 2 family protein
AT3G07255.1	A0A1I9LNF2	3	canonical	8	31.450380300000024	-0.695221843003413	5.936059761047363	nuclear transport factor 2/RNA recognition motif protein
AT3G07270.1	GCH1	3	canonical	9	51.37960020000009	-0.07982832618025745	6.961776161193847	GTP cyclohydrolase I
AT3G07290.1	PP218	3	canonical	2	98.05770690000064	0.10295454545454506	7.354249382019043	Pentatricopeptide repeat (PPR) superfamily protein
